success,spl,distance_to_goal,object_goal
0.0,0.0,4.546571254730225,Find the <picture>.
0.0,0.0,4.44996452331543,Find the <picture>.
1.0,0.28115174385757485,0.24634461104869843,Find the <table>.
0.0,0.0,1.5528712272644043,Find the <chair>.
1.0,0.2337775289685985,0.01728411391377449,Find the <chair>.
0.0,0.0,11.106935501098633,Find the <cushion>.
0.0,0.0,2.1158628463745117,Find the <chair>.
0.0,0.0,3.4765830039978027,Find the <picture>.
1.0,0.04956160372497585,0.02349553257226944,Find the <cabinet>.
1.0,0.18246871215106888,0.04132844880223274,Find the <bathtub>.
0.0,0.0,4.60843563079834,Find the <picture>.
1.0,0.405594592453901,0.03272000700235367,Find the <chair>.
0.0,0.0,2.1990761756896973,Find the <picture>.
0.0,0.0,5.605197429656982,Find the <picture>.
0.0,0.0,5.1161274909973145,Find the <fireplace>.
1.0,0.41910350588727835,0.020702458918094635,Find the <picture>.
1.0,0.26448560499669105,0.02331702597439289,Find the <chair>.
0.0,0.0,4.683743476867676,Find the <picture>.
0.0,0.0,2.6882376670837402,Find the <picture>.
0.0,0.0,8.735078811645508,Find the <fireplace>.
1.0,0.19967955551512787,0.04082239046692848,Find the <chair>.
0.0,0.0,2.656255006790161,Find the <picture>.
0.0,0.0,4.026284217834473,Find the <picture>.
0.0,0.0,4.015629291534424,Find the <clothes>.
1.0,0.3495484674444432,0.014554757624864578,Find the <sofa>.
0.0,0.0,3.037350654602051,Find the <fireplace>.
1.0,0.5290401237744297,0.014696512371301651,Find the <table>.
1.0,0.27849611599779306,0.0261885654181242,Find the <chair>.
0.0,0.0,3.848010540008545,Find the <table>.
0.0,0.0,4.781584739685059,Find the <fireplace>.
0.0,0.0,3.9225668907165527,Find the <picture>.
0.0,0.0,1.2390036582946777,Find the <towel>.
0.0,0.0,8.183880805969238,Find the <fireplace>.
0.0,0.0,2.2663214206695557,Find the <picture>.
1.0,0.07725126934286916,0.03953678160905838,Find the <bed>.
1.0,0.45397891393879936,0.04546048864722252,Find the <chair>.
1.0,0.5482153049072495,0.08890009671449661,Find the <picture>.
0.0,0.0,3.724309206008911,Find the <picture>.
0.0,0.0,7.870025634765625,Find the <table>.
0.0,0.0,2.719722270965576,Find the <fireplace>.
0.0,0.0,4.246237277984619,Find the <cabinet>.
0.0,0.0,2.5365216732025146,Find the <picture>.
1.0,0.34335219839147074,0.01566222496330738,Find the <table>.
0.0,0.0,12.868420600891113,Find the <stool>.
0.0,0.0,4.235750675201416,Find the <cabinet>.
0.0,0.0,2.1939408779144287,Find the <fireplace>.
0.0,0.0,0.4287000894546509,Find the <fireplace>.
0.0,0.0,0.37011900544166565,Find the <table>.
0.0,0.0,8.684184074401855,Find the <cabinet>.
0.0,0.0,18.975278854370117,Find the <seating>.
0.0,0.0,0.3726533353328705,Find the <sofa>.
0.0,0.0,5.415754318237305,Find the <cushion>.
0.0,0.0,8.81661605834961,Find the <cabinet>.
1.0,0.5074903021045061,0.04671815037727356,Find the <chair>.
1.0,0.35730572269905037,0.03891167417168617,Find the <table>.
0.0,0.0,2.4435575008392334,Find the <chair>.
1.0,0.7185628597828619,0.036594051867723465,Find the <chair>.
0.0,0.0,2.704366445541382,Find the <seating>.
0.0,0.0,0.2574527859687805,Find the <chair>.
0.0,0.0,2.8507800102233887,Find the <sofa>.
0.0,0.0,11.709696769714355,Find the <table>.
1.0,0.43255109115172624,0.016625022515654564,Find the <chair>.
0.0,0.0,16.802959442138672,Find the <picture>.
1.0,0.558236903149408,0.02808409370481968,Find the <cabinet>.
0.0,0.0,12.874711036682129,Find the <bed>.
1.0,0.3118182676599451,0.04786328598856926,Find the <chair>.
0.0,0.0,4.926185607910156,Find the <cushion>.
0.0,0.0,15.93678092956543,Find the <picture>.
1.0,0.4685588382674952,0.03790595382452011,Find the <picture>.
0.0,0.0,9.509689331054688,Find the <picture>.
0.0,0.0,13.622593879699707,Find the <table>.
0.0,0.0,3.2731523513793945,Find the <table>.
0.0,0.0,5.9829301834106445,Find the <cushion>.
0.0,0.0,1.4382835626602173,Find the <cushion>.
0.0,0.0,19.601396560668945,Find the <potted_plant>.
0.0,0.0,11.978650093078613,Find the <stool>.
1.0,0.12871977743321864,0.20816096663475037,Find the <counter>.
1.0,0.3351295467229629,0.02807658724486828,Find the <cushion>.
1.0,0.6081353064827788,0.03318248316645622,Find the <chair>.
0.0,0.0,1.9087947607040405,Find the <cushion>.
1.0,0.2840881253267316,0.020130127668380737,Find the <chair>.
0.0,0.0,26.62958526611328,Find the <shower>.
0.0,0.0,15.882430076599121,Find the <towel>.
1.0,0.6452663015429771,0.23640018701553345,Find the <chair>.
0.0,0.0,8.464004516601562,Find the <table>.
0.0,0.0,11.670251846313477,Find the <table>.
0.0,0.0,12.41507339477539,Find the <stool>.
1.0,0.4345347625918682,0.013887275941669941,Find the <cushion>.
0.0,0.0,10.208979606628418,Find the <picture>.
0.0,0.0,22.110031127929688,Find the <sink>.
1.0,0.5820143039590184,0.04613630101084709,Find the <chair>.
0.0,0.0,1.9085752964019775,Find the <sofa>.
0.0,0.0,16.556873321533203,Find the <sink>.
0.0,0.0,16.60327911376953,Find the <picture>.
0.0,0.0,9.906317710876465,Find the <cushion>.
0.0,0.0,10.033734321594238,Find the <cushion>.
0.0,0.0,13.463119506835938,Find the <cushion>.
0.0,0.0,10.39185619354248,Find the <cushion>.
1.0,0.5772815371241039,0.07032923400402069,Find the <cushion>.
0.0,0.0,17.608409881591797,Find the <cabinet>.
0.0,0.0,14.694075584411621,Find the <bathtub>.
0.0,0.0,28.748050689697266,Find the <toilet>.
0.0,0.0,8.23777961730957,Find the <potted_plant>.
0.0,0.0,9.734827995300293,Find the <chair>.
0.0,0.0,0.975744366645813,Find the <potted_plant>.
0.0,0.0,2.5851948261260986,Find the <counter>.
0.0,0.0,17.71220588684082,Find the <cabinet>.
0.0,0.0,29.52113914489746,Find the <counter>.
0.0,0.0,28.352020263671875,Find the <toilet>.
0.0,0.0,9.783458709716797,Find the <cushion>.
0.0,0.0,9.661113739013672,Find the <cushion>.
0.0,0.0,19.71259880065918,Find the <shower>.
0.0,0.0,14.716364860534668,Find the <table>.
0.0,0.0,8.990867614746094,Find the <chair>.
0.0,0.0,5.824925422668457,Find the <potted_plant>.
0.0,0.0,9.640180587768555,Find the <cushion>.
0.0,0.0,4.414084434509277,Find the <cushion>.
0.0,0.0,22.701627731323242,Find the <sink>.
0.0,0.0,21.07508087158203,Find the <sink>.
0.0,0.0,12.234574317932129,Find the <cushion>.
0.0,0.0,28.37268829345703,Find the <toilet>.
1.0,0.5175020957757931,0.03438602760434151,Find the <chair>.
1.0,0.5143829627203363,0.024386387318372726,Find the <chair>.
1.0,0.09680839087937378,0.033242665231227875,Find the <chair>.
0.0,0.0,12.184602737426758,Find the <picture>.
1.0,0.6928101656162257,0.03356523439288139,Find the <chair>.
0.0,0.0,6.421525955200195,Find the <cabinet>.
0.0,0.0,2.0738937854766846,Find the <table>.
0.0,0.0,1.1533114910125732,Find the <sofa>.
0.0,0.0,3.66613507270813,Find the <chair>.
1.0,0.15564175513490527,0.031471218913793564,Find the <chair>.
1.0,0.549675379985906,0.031793754547834396,Find the <table>.
0.0,0.0,3.570004940032959,Find the <table>.
1.0,0.5938574739791237,0.023470070213079453,Find the <chair>.
1.0,0.6354602007296909,0.03665178641676903,Find the <chair>.
1.0,0.26064968581656556,0.05845348909497261,Find the <chair>.
1.0,0.1429207027876223,0.005647977814078331,Find the <chair>.
1.0,0.5910680722912093,0.019242506474256516,Find the <chair>.
1.0,0.9214385481102525,0.1351730227470398,Find the <chair>.
1.0,0.34816120710024595,0.03352537751197815,Find the <chair>.
0.0,0.0,14.067798614501953,Find the <picture>.
1.0,0.3129062606084566,0.0071675279177725315,Find the <chair>.
0.0,0.0,4.778595924377441,Find the <chair>.
0.0,0.0,4.225813865661621,Find the <table>.
1.0,0.7900864642529732,0.04409867525100708,Find the <chair>.
1.0,0.4489088032647059,0.046350933611392975,Find the <chair>.
0.0,0.0,3.5219671726226807,Find the <chair>.
1.0,0.22891525579753838,0.011313211172819138,Find the <table>.
1.0,0.6210000355211528,0.03484826534986496,Find the <chair>.
1.0,0.15962795400896526,0.035008933395147324,Find the <chair>.
0.0,0.0,3.4330108165740967,Find the <chair>.
1.0,0.43935386087512485,0.0388345904648304,Find the <table>.
1.0,0.7094854558942952,0.013837597332894802,Find the <chair>.
0.0,0.0,8.924103736877441,Find the <stool>.
0.0,0.0,6.233597755432129,Find the <chair>.
1.0,0.37199340559224425,0.02198038436472416,Find the <chair>.
0.0,0.0,4.647292137145996,Find the <table>.
0.0,0.0,10.081937789916992,Find the <table>.
1.0,0.48271435766469867,0.02454698458313942,Find the <chair>.
1.0,0.3276646905977708,0.01631998084485531,Find the <chair>.
0.0,0.0,8.783618927001953,Find the <cabinet>.
1.0,0.2036243294167684,0.039451517164707184,Find the <chair>.
1.0,0.43982667997349867,0.0182954091578722,Find the <chair>.
1.0,0.5880760752531948,0.049813028424978256,Find the <chair>.
1.0,0.8339825221851423,0.061850033700466156,Find the <chair>.
1.0,0.2665694904540867,0.023301202803850174,Find the <chair>.
1.0,0.36929450527454977,0.03367901220917702,Find the <chair>.
1.0,0.7474267047541067,0.023315289989113808,Find the <chair>.
0.0,0.0,4.210130214691162,Find the <cabinet>.
0.0,0.0,14.11894416809082,Find the <chair>.
0.0,0.0,0.909146785736084,Find the <chair>.
1.0,0.5648956710701525,0.02521638572216034,Find the <toilet>.
0.0,0.0,1.2680230140686035,Find the <picture>.
0.0,0.0,14.355579376220703,Find the <counter>.
0.0,0.0,7.444199562072754,Find the <cabinet>.
0.0,0.0,17.97264289855957,Find the <sofa>.
0.0,0.0,15.799273490905762,Find the <cabinet>.
0.0,0.0,7.4180426597595215,Find the <chair>.
0.0,0.0,4.679432392120361,Find the <table>.
0.0,0.0,18.37105369567871,Find the <chair>.
0.0,0.0,23.65635108947754,Find the <cabinet>.
0.0,0.0,3.1496615409851074,Find the <towel>.
1.0,0.35605297831335525,0.01824476756155491,Find the <sink>.
0.0,0.0,1.2238287925720215,Find the <sink>.
0.0,0.0,34.7625732421875,Find the <chest_of_drawers>.
0.0,0.0,3.9396748542785645,Find the <stool>.
0.0,0.0,17.56376075744629,Find the <chair>.
0.0,0.0,6.6262712478637695,Find the <chair>.
0.0,0.0,3.8973824977874756,Find the <cabinet>.
0.0,0.0,2.7569117546081543,Find the <potted_plant>.
1.0,0.6102420333185912,0.01954740099608898,Find the <picture>.
0.0,0.0,20.87118911743164,Find the <potted_plant>.
0.0,0.0,7.655524730682373,Find the <chest_of_drawers>.
0.0,0.0,0.056017253547906876,Find the <shower>.
0.0,0.0,4.847654819488525,Find the <table>.
0.0,0.0,6.7720046043396,Find the <table>.
0.0,0.0,17.637758255004883,Find the <stool>.
0.0,0.0,10.25195026397705,Find the <towel>.
1.0,0.28227134998495945,0.014321839436888695,Find the <sink>.
1.0,0.4960898908030385,0.04983803257346153,Find the <cabinet>.
0.0,0.0,7.631164073944092,Find the <chair>.
1.0,0.3720317014674585,0.033867985010147095,Find the <sink>.
0.0,0.0,0.042477842420339584,Find the <towel>.
0.0,0.0,2.2202610969543457,Find the <towel>.
0.0,0.0,5.4890289306640625,Find the <potted_plant>.
0.0,0.0,6.115870475769043,Find the <chair>.
0.0,0.0,7.408472061157227,Find the <chair>.
1.0,0.378895425740507,0.04308049753308296,Find the <table>.
0.0,0.0,1.6270723342895508,Find the <chair>.
0.0,0.0,7.0621867179870605,Find the <towel>.
0.0,0.0,5.9855828285217285,Find the <seating>.
1.0,0.24739890362956246,0.038076721131801605,Find the <cabinet>.
0.0,0.0,7.468574523925781,Find the <chair>.
0.0,0.0,3.4218900203704834,Find the <sink>.
0.0,0.0,7.031044960021973,Find the <potted_plant>.
1.0,0.39577074805513646,0.010484584607183933,Find the <cabinet>.
0.0,0.0,4.78524923324585,Find the <table>.
0.0,0.0,6.848235130310059,Find the <towel>.
0.0,0.0,8.365718841552734,Find the <bed>.
0.0,0.0,10.580968856811523,Find the <bed>.
1.0,0.41175454847193965,0.04072706401348114,Find the <chair>.
1.0,0.39537433958740675,0.023514559492468834,Find the <potted_plant>.
0.0,0.0,2.9630887508392334,Find the <bed>.
1.0,0.12662930232639677,0.031194619834423065,Find the <towel>.
1.0,0.31553130514644623,0.00820754375308752,Find the <chair>.
0.0,0.0,3.2170603275299072,Find the <sink>.
0.0,0.0,8.659157752990723,Find the <sink>.
0.0,0.0,8.76568603515625,Find the <counter>.
1.0,0.557640624410197,0.02304503507912159,Find the <shower>.
0.0,0.0,4.90089225769043,Find the <table>.
1.0,0.10954554761401925,0.02458892948925495,Find the <sink>.
0.0,0.0,1.1534479856491089,Find the <cabinet>.
0.0,0.0,8.858678817749023,Find the <potted_plant>.
1.0,0.43207196005644166,0.04875577986240387,Find the <cabinet>.
1.0,0.31592427872667356,0.022068075835704803,Find the <cabinet>.
0.0,0.0,6.806070804595947,Find the <towel>.
0.0,0.0,0.9621830582618713,Find the <counter>.
0.0,0.0,12.481918334960938,Find the <chair>.
0.0,0.0,15.118572235107422,Find the <gym_equipment>.
0.0,0.0,12.633445739746094,Find the <chair>.
0.0,0.0,18.0120906829834,Find the <chair>.
0.0,0.0,0.29001161456108093,Find the <potted_plant>.
1.0,0.23311770683284447,0.036150939762592316,Find the <potted_plant>.
0.0,0.0,4.577170372009277,Find the <stool>.
0.0,0.0,13.625492095947266,Find the <chair>.
0.0,0.0,19.146289825439453,Find the <table>.
0.0,0.0,21.01161003112793,Find the <counter>.
0.0,0.0,12.588447570800781,Find the <chair>.
0.0,0.0,6.647343635559082,Find the <stool>.
0.0,0.0,7.695495128631592,Find the <chair>.
0.0,0.0,9.914494514465332,Find the <counter>.
1.0,0.4221873217093777,0.035109419375658035,Find the <chair>.
0.0,0.0,3.6550326347351074,Find the <stool>.
0.0,0.0,12.230690002441406,Find the <chair>.
1.0,0.3554325243295251,0.009348995052278042,Find the <table>.
0.0,0.0,13.473543167114258,Find the <chair>.
1.0,0.19970673135743552,0.016705960035324097,Find the <counter>.
0.0,0.0,14.604583740234375,Find the <gym_equipment>.
0.0,0.0,20.774370193481445,Find the <counter>.
1.0,0.8281183589976149,0.04217236116528511,Find the <chair>.
0.0,0.0,7.308125972747803,Find the <gym_equipment>.
0.0,0.0,15.723180770874023,Find the <sofa>.
0.0,0.0,0.4458158016204834,Find the <stool>.
1.0,0.2650321816985967,0.031311314553022385,Find the <stool>.
0.0,0.0,16.329004287719727,Find the <gym_equipment>.
1.0,0.3245765404151507,0.03479733690619469,Find the <chair>.
0.0,0.0,3.067268133163452,Find the <stool>.
0.0,0.0,26.57185173034668,Find the <television_set>.
